TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_2414,2.37,2.64,2.69,2.27,2.37,2.62,2.55,2.49
T_2415,2.24,2.79,2.95,1.93,2.35,2.50,2.25,2.59
T_2416,2.19,2.92,2.77,1.99,2.37,2.72,2.04,2.25
T_2417,2.33,2.76,2.69,2.25,2.65,2.57,2.35,2.16
T_2418,2.11,2.93,2.76,2.20,2.56,2.55,2.44,2.61
T_2419,2.22,2.96,2.68,2.09,2.57,2.45,2.54,2.21
T_2420,2.19,2.73,2.84,2.24,2.31,2.81,2.15,2.54
T_2421,2.55,2.87,2.76,2.41,2.30,2.42,2.36,2.42
T_2422,2.40,2.96,2.80,2.11,2.27,2.37,2.24,2.57
T_2423,2.35,2.93,2.75,2.34,2.39,2.76,2.24,2.37
T_2424,2.59,2.80,3.12,2.28,2.46,2.59,2.28,2.30
T_2425,2.11,2.89,2.79,2.42,2.44,2.69,2.30,2.47
T_2426,2.39,2.70,3.09,2.52,2.23,2.51,2.50,2.46
T_2427,2.50,2.52,2.80,2.02,2.45,2.54,2.29,2.76
T_2428,2.31,2.95,2.86,2.03,2.26,2.65,2.16,2.83
T_2429,2.27,2.89,2.77,2.24,2.55,2.41,2.18,2.56
T_2430,2.27,2.84,2.41,2.10,2.40,2.44,1.98,2.90
T_2431,2.49,2.71,2.87,2.23,2.25,2.46,2.32,2.51
T_2432,2.36,2.75,2.96,2.39,2.22,2.87,2.35,2.65
T_2433,2.27,2.76,3.00,2.20,2.52,2.29,2.14,2.41
T_2434,2.50,3.05,2.75,2.05,2.39,2.56,2.37,2.53
T_2435,2.51,2.50,2.89,2.13,2.51,2.49,2.41,2.59
T_2436,2.43,3.04,2.71,2.47,2.30,2.70,2.25,2.41
T_2437,2.06,2.59,2.91,2.67,2.72,2.72,2.17,2.54
T_2438,2.34,2.83,2.82,2.21,2.45,2.28,2.40,2.81
T_2439,2.31,2.57,2.75,2.37,2.26,2.31,2.41,2.42
T_2440,2.15,3.13,2.66,1.98,2.28,2.34,2.03,2.42
T_2441,2.40,2.98,2.73,2.32,2.18,2.85,2.16,2.54
T_2442,2.16,2.70,2.53,2.27,2.52,2.52,2.13,2.60
T_2443,2.45,2.62,2.77,2.49,2.32,2.51,1.89,2.66
T_2444,2.47,2.65,2.82,2.22,2.48,2.35,2.20,2.67
T_2445,2.31,3.05,2.99,2.09,2.20,2.37,2.26,2.57
T_2446,2.57,2.76,2.67,2.20,2.31,2.64,2.37,2.54
T_2447,2.15,2.74,2.72,2.48,2.43,2.51,2.14,2.60
T_2448,2.58,2.71,2.65,2.10,2.69,2.81,2.34,2.45
T_2449,2.37,2.68,2.71,2.46,2.38,2.56,2.17,2.40
T_2450,2.31,2.86,3.02,1.92,2.24,2.60,2.35,2.62
T_2451,2.30,2.84,2.97,2.45,2.34,2.68,2.02,2.54
T_2452,2.57,2.63,2.66,2.30,2.56,2.63,2.37,2.40
T_2453,2.34,2.78,3.03,2.01,2.20,2.76,2.14,2.51
T_2454,2.29,3.03,2.88,2.06,2.49,2.62,2.47,2.59
T_2455,2.68,2.87,2.77,2.51,2.27,2.90,2.38,2.66
T_2456,2.36,2.88,2.95,2.35,2.05,2.55,2.26,2.83
T_2457,2.68,2.94,2.94,2.24,2.46,2.59,2.41,2.45
T_2458,2.31,2.60,2.68,2.45,2.13,2.50,2.38,2.51
T_2459,2.41,2.63,2.76,2.24,2.20,2.61,2.61,2.35
T_2460,2.19,2.73,2.61,2.26,2.22,2.93,2.45,2.35
T_2461,2.22,2.77,2.77,2.31,2.28,2.39,2.23,2.47
T_2462,2.31,2.64,2.99,2.37,2.73,2.43,2.35,2.12
T_2463,2.10,2.97,2.80,2.18,2.31,2.53,2.25,2.52
T_2464,2.25,2.91,2.31,2.22,2.28,2.71,2.54,2.66
T_2465,2.30,2.83,2.87,2.21,2.34,2.73,2.27,2.50
T_2466,2.26,2.91,2.57,2.18,2.51,2.50,2.55,2.41
T_2467,2.49,2.89,3.12,2.13,2.37,2.60,2.39,2.50
T_2468,2.30,3.07,2.89,2.29,2.40,2.60,2.30,2.56
T_2469,2.28,2.65,2.76,2.52,2.63,2.66,2.10,2.43
T_2470,2.19,2.93,2.74,2.19,2.45,2.74,2.47,2.60
T_2471,2.40,2.96,3.06,2.08,2.47,2.50,1.90,2.44
T_2472,2.37,2.73,2.90,2.52,2.29,2.57,2.26,2.80
T_2473,2.55,2.68,3.13,2.47,2.35,2.38,2.14,2.66
T_2474,2.40,2.67,2.84,2.50,2.24,2.40,2.41,2.34
T_2475,2.47,2.55,2.48,2.51,2.58,2.56,1.98,2.45
T_2476,2.38,2.77,2.83,2.68,2.35,2.48,2.26,2.45
T_2477,2.56,2.69,2.88,2.18,2.35,2.71,2.05,2.54
T_2478,2.12,3.08,2.75,2.34,2.05,2.46,2.38,2.29
T_2479,2.40,2.96,2.92,2.25,2.34,2.37,2.10,2.56
T_2480,2.19,2.72,2.80,2.27,2.29,2.47,2.38,2.33
T_2481,2.10,2.93,2.93,2.25,2.50,2.49,2.22,2.26
T_2482,2.43,2.42,2.90,2.16,2.27,2.80,2.51,2.33
T_2483,2.18,2.83,2.94,2.29,2.19,2.49,2.29,2.88
T_2484,2.46,2.68,2.92,2.06,2.56,2.35,2.36,2.51
T_2485,2.36,2.78,2.90,2.38,2.64,2.51,2.19,2.63
T_2486,2.22,2.93,2.63,2.35,2.54,2.57,2.23,2.71
T_2487,2.22,2.89,2.90,2.41,2.55,2.60,2.42,2.69
T_2488,2.44,2.47,2.84,2.37,2.65,2.45,2.14,2.60
T_2489,2.35,2.52,2.76,2.23,2.25,2.69,2.00,2.31
T_2490,2.52,2.91,2.69,2.33,2.21,2.35,2.20,2.28
T_2491,2.23,2.91,2.81,2.17,2.43,2.61,2.19,2.62
T_2492,2.68,3.01,2.83,2.31,2.40,2.57,2.22,2.53
T_2493,2.23,2.92,2.87,2.13,2.45,2.39,2.45,2.22
T_2494,2.01,2.72,2.81,2.05,2.41,2.65,2.20,2.65
T_2495,2.35,2.89,2.56,2.26,2.28,2.66,2.32,2.66
T_2496,2.58,2.71,2.73,2.15,2.32,2.38,2.28,2.59
T_2497,2.22,2.90,2.71,2.13,2.36,2.58,2.09,2.49
T_2498,2.13,2.81,2.69,2.44,2.51,2.67,2.27,2.50
T_2499,2.11,2.93,2.87,2.55,2.40,2.28,2.48,2.31
T_2500,2.15,2.61,2.66,2.33,2.25,2.34,2.40,2.52
T_2501,2.29,2.67,2.82,2.07,2.62,2.26,2.52,2.47
T_2502,2.33,2.83,2.76,2.19,2.25,2.63,2.30,2.67
T_2503,2.38,2.79,2.79,2.43,2.49,2.71,2.12,2.53
T_2504,2.54,2.82,2.86,2.51,2.06,2.56,2.43,2.69
T_2505,2.19,2.91,2.61,2.17,2.55,2.51,2.61,2.46
T_2506,2.45,2.46,2.58,2.47,2.23,2.61,2.40,2.88
T_2507,2.31,2.81,2.79,2.41,2.29,2.77,2.44,2.47
T_2508,2.56,2.93,2.70,2.28,1.98,2.62,2.39,2.62
T_2509,2.38,2.58,2.70,2.11,2.03,2.64,2.40,2.19
T_2510,2.39,2.86,2.74,2.18,2.30,2.56,2.26,2.67
T_2511,2.39,2.80,2.64,2.31,2.26,2.54,2.27,2.48
T_2512,2.23,2.92,2.97,2.43,2.31,2.76,2.37,2.48
T_2513,2.19,2.81,3.16,2.38,2.22,2.61,2.16,2.79
T_2514,2.33,2.76,3.02,2.25,2.35,2.52,2.51,2.51
T_2515,2.18,2.73,2.67,2.34,2.39,2.51,2.14,2.35
T_2516,2.68,2.67,2.75,2.38,2.30,2.33,2.18,2.35
T_2517,2.13,2.65,2.79,2.29,2.40,2.50,2.30,2.33
T_2518,2.36,2.79,2.73,2.15,2.16,2.72,2.39,2.38
T_2519,2.37,2.77,2.66,2.25,2.29,2.59,2.38,2.60
T_2520,2.25,2.78,2.87,2.38,2.29,2.80,2.34,2.28
T_2521,2.28,3.04,2.82,2.14,2.48,2.78,1.89,2.61
T_2522,2.36,2.68,2.81,2.42,2.06,2.58,2.29,2.51
T_2523,2.47,2.87,2.63,2.34,2.39,2.44,2.38,2.76
T_2524,2.36,2.64,2.81,2.14,2.38,2.35,2.41,2.50
T_2525,2.38,3.08,2.76,2.31,2.39,2.77,1.94,2.58
T_2526,2.34,2.68,2.70,1.88,2.39,2.48,2.45,2.45
T_2527,2.73,2.93,2.62,2.44,2.15,2.38,2.47,2.62
T_2528,2.16,2.74,2.90,2.55,2.37,2.30,1.96,2.24
T_2529,1.98,2.69,2.83,2.31,2.23,2.43,2.28,2.61
T_2530,2.54,3.18,3.24,2.19,2.13,2.70,2.17,2.64
T_2531,2.52,2.83,2.89,2.30,2.22,2.76,2.35,2.37
T_2532,2.38,3.05,2.58,2.42,2.22,2.41,2.40,2.37
T_2533,2.24,2.88,2.84,2.23,2.32,2.84,2.36,2.62
T_2534,2.54,2.75,2.78,2.17,2.27,2.17,2.34,2.54
T_2535,2.46,2.74,2.96,2.21,2.37,2.43,2.54,2.59
T_2536,2.44,2.58,2.73,2.02,2.36,2.54,2.00,2.39
T_2537,2.53,2.64,2.98,2.17,2.59,2.67,2.09,2.62
T_2538,2.25,2.59,3.08,2.15,2.05,2.82,2.32,2.63
T_2539,2.17,2.73,2.93,2.40,2.14,2.27,2.05,2.21
T_2540,2.36,2.80,3.13,2.27,2.49,2.53,2.20,2.69
T_2541,2.32,2.73,2.69,2.19,2.46,2.59,2.12,2.59
T_2542,2.23,2.76,2.81,2.32,2.37,2.74,2.09,2.37
T_2543,2.35,2.82,2.80,2.37,2.27,2.37,2.36,2.48
T_2544,2.15,2.86,2.61,2.44,2.06,2.73,2.19,2.40
T_2545,2.31,2.89,2.69,2.27,2.32,2.21,2.25,2.52
T_2546,2.47,2.79,2.93,2.44,2.44,2.72,2.39,2.61
T_2547,2.12,2.67,2.70,2.14,2.24,2.52,2.53,2.44
T_2548,2.20,2.60,2.86,2.10,2.39,2.73,2.26,2.62
T_2549,2.18,2.73,2.80,2.02,2.29,2.75,2.29,2.57
T_2550,2.19,2.65,3.04,2.28,2.30,2.72,2.38,2.49
T_2551,2.36,2.83,2.76,2.27,2.13,2.50,2.12,2.33
T_2552,2.30,2.81,2.59,2.32,2.48,2.58,2.13,2.23
T_2553,2.17,2.60,2.90,2.30,2.59,2.58,2.31,3.01
T_2554,2.40,2.62,2.91,2.24,2.37,2.64,2.43,2.40
T_2555,2.24,2.72,2.88,2.25,2.49,2.53,2.04,2.37
T_2556,2.34,2.86,2.99,2.08,2.39,2.61,2.35,2.30
T_2557,2.25,2.46,2.64,2.01,2.26,2.59,2.26,2.71
T_2558,2.37,2.70,2.91,2.45,2.07,2.49,2.40,2.51
T_2559,2.48,2.94,2.59,2.39,2.36,2.45,2.08,2.70
T_2560,2.13,2.68,2.94,2.32,2.30,2.43,2.36,2.50
T_2561,2.34,2.92,2.81,2.35,2.20,2.59,2.28,2.82
T_2562,2.27,2.80,2.94,2.15,2.32,2.51,1.92,2.59
T_2563,2.24,2.92,2.58,2.49,2.32,2.50,2.19,2.58
T_2564,2.30,2.65,2.77,2.31,2.13,2.59,2.23,2.27
T_2565,2.24,2.96,2.79,2.30,2.39,2.62,2.43,2.31
T_2566,2.49,2.83,2.85,2.52,2.04,2.63,2.20,2.62
T_2567,2.41,2.59,2.95,2.46,2.27,2.13,2.21,2.50
T_2568,2.28,2.69,2.96,2.14,2.25,2.52,2.50,2.51
T_2569,2.57,2.78,2.85,2.22,2.26,2.17,2.17,2.61
T_2570,2.42,2.96,2.69,2.51,2.28,2.55,2.37,2.47
T_2571,2.24,2.94,2.87,2.34,2.52,2.51,2.60,2.31
T_2572,2.27,2.67,2.85,2.21,2.53,2.64,2.11,2.32
T_2573,2.35,2.69,3.10,2.04,2.40,2.62,2.60,2.53
T_2574,2.28,2.47,2.54,2.33,2.23,2.53,2.28,2.83
T_2575,2.24,2.72,2.90,2.24,2.41,2.35,2.47,2.57
T_2576,2.30,2.59,2.59,2.18,2.37,2.35,2.34,2.41
T_2577,2.20,2.74,2.84,2.14,2.40,2.52,2.34,2.36
T_2578,2.55,2.67,2.82,2.30,2.32,2.58,2.38,2.50
T_2579,2.51,2.89,2.59,2.39,2.50,2.47,2.35,2.54
T_2580,2.21,3.14,3.06,2.16,2.56,2.50,2.28,2.58
T_2581,2.45,2.98,2.63,2.62,2.71,2.41,2.29,2.66
T_2582,2.27,2.70,2.63,2.20,2.28,2.50,2.33,2.50
T_2583,2.16,2.53,2.61,2.27,2.20,2.72,2.41,2.40
T_2584,2.42,2.70,2.49,2.23,2.16,2.56,2.21,2.63
T_2585,2.44,2.87,2.73,2.00,2.35,2.69,2.28,2.54
T_2586,2.52,2.95,2.70,2.25,2.26,2.54,2.28,2.51
T_2587,2.31,3.06,2.88,2.32,2.46,2.59,2.30,2.72
T_2588,2.31,2.52,2.96,2.36,2.57,2.61,2.26,2.47
T_2589,2.45,3.07,2.79,2.18,2.22,2.88,2.18,2.39
T_2590,2.48,2.83,2.64,2.37,2.39,2.26,2.39,2.37
T_2591,2.08,2.77,2.88,2.22,2.25,2.45,2.40,2.73
T_2592,2.50,2.88,2.64,2.11,2.40,2.82,2.32,2.36
T_2593,2.16,2.92,2.99,2.57,2.60,2.62,2.22,2.62
T_2594,2.49,2.82,2.87,2.16,2.38,2.60,2.27,2.36
T_2595,2.55,2.72,2.81,2.30,2.10,2.37,2.53,2.36
T_2596,2.34,2.84,2.78,2.20,2.52,2.64,2.36,2.46
T_2597,2.22,2.40,2.74,2.41,2.74,2.38,2.36,2.44
T_2598,2.28,3.21,2.88,2.41,2.23,2.51,2.37,2.62
T_2599,2.50,2.65,2.99,2.16,2.27,2.68,2.06,2.21
T_2600,2.21,2.73,2.96,2.21,2.32,2.43,2.54,2.57
T_2601,2.19,2.74,2.93,2.19,2.34,2.98,2.21,2.38
T_2602,2.40,3.03,2.69,2.35,2.24,2.40,1.87,2.36
T_2603,2.33,2.82,2.79,2.30,2.35,2.66,2.32,2.40
T_2604,2.24,2.79,2.84,2.43,2.55,2.65,2.08,2.63
T_2605,2.47,2.69,3.03,2.49,2.52,2.62,2.47,2.59
T_2606,2.46,2.84,2.96,2.22,2.42,2.77,2.17,2.86
T_2607,2.34,2.64,2.86,2.33,2.34,2.54,2.04,2.50
T_2608,2.30,2.92,3.05,2.46,2.24,2.59,2.46,2.64
T_2609,2.22,2.70,2.98,2.31,2.40,2.47,1.92,2.31
T_2610,2.30,2.95,2.76,2.16,2.70,2.36,2.02,2.83
T_2611,2.00,2.82,2.83,2.40,2.44,2.50,2.27,2.49
T_2612,2.11,2.56,2.95,2.42,2.26,2.60,2.08,2.66
T_2613,2.22,2.79,2.82,2.44,2.37,2.86,2.31,2.71
T_2614,2.38,2.73,2.92,2.31,2.31,2.54,2.37,2.58
T_2615,2.01,2.98,3.10,2.21,2.07,2.47,2.43,2.33
T_2616,2.27,2.84,2.89,2.12,2.57,2.69,2.11,2.37
T_2617,2.45,2.74,3.06,2.02,2.15,2.72,2.00,2.41
T_2618,2.44,3.07,2.71,2.37,2.37,2.58,2.28,2.72
T_2619,2.20,3.05,2.78,2.28,2.39,2.36,2.31,2.36
T_2620,2.51,2.63,2.87,2.15,2.28,2.28,2.30,2.25
T_2621,2.47,2.78,2.87,2.41,2.57,2.59,2.28,2.61
T_2622,2.50,2.81,2.81,2.08,2.20,2.43,2.29,2.55
T_2623,2.31,2.77,2.56,2.58,2.72,2.48,2.45,2.57
T_2624,2.25,2.88,2.65,2.35,2.38,2.37,2.67,2.50
T_2625,2.14,2.71,2.74,1.96,2.33,2.40,2.33,2.72
T_2626,2.26,2.95,2.78,2.09,2.57,2.30,2.48,2.64
T_2627,2.29,2.81,2.97,2.10,2.41,2.49,2.29,2.70
T_2628,2.33,2.69,2.73,2.09,2.47,2.33,2.33,2.56
T_2629,2.50,2.76,3.11,2.21,2.33,2.31,2.38,2.42
T_2630,2.36,2.98,3.10,2.16,2.60,2.33,2.31,2.42
T_2631,2.34,2.74,2.88,2.43,2.44,2.95,2.28,2.55
T_2632,2.18,2.77,2.82,2.28,2.46,2.72,2.23,2.32
T_2633,2.19,2.60,3.00,2.35,2.10,2.48,2.25,2.52
T_2634,2.31,2.96,2.86,2.08,2.48,2.64,2.36,2.32
T_2635,2.51,2.46,2.92,2.18,2.56,2.43,2.35,2.39
T_2636,2.39,3.04,2.66,2.48,2.32,2.56,2.30,2.49
T_2637,2.28,2.75,2.75,2.16,2.33,2.71,2.29,2.55
T_2638,2.28,3.03,2.83,2.43,2.44,2.58,2.17,2.59
T_2639,2.01,2.83,2.67,2.22,2.66,2.62,2.27,2.64
T_2640,2.64,2.58,2.78,2.35,2.26,2.45,2.26,2.71
T_2641,2.31,2.91,2.96,2.21,2.61,2.50,2.57,2.75
T_2642,2.15,2.75,2.67,2.25,2.51,2.32,2.26,2.81
T_2643,2.16,2.90,3.05,2.25,2.20,2.50,2.35,2.49
T_2644,2.33,2.59,2.84,2.06,2.41,2.50,2.42,2.50
T_2645,2.24,2.69,2.65,2.20,2.36,2.41,2.53,2.52
T_2646,2.35,2.76,2.93,2.39,2.38,2.60,2.30,2.54
T_2647,2.11,2.76,2.70,2.65,2.34,2.57,2.22,2.34
T_2648,2.31,2.68,2.86,2.21,2.54,2.43,2.29,2.67
T_2649,2.52,2.83,2.72,2.36,2.27,2.68,2.50,2.66
T_2650,2.24,3.06,2.91,2.43,2.54,2.66,2.40,2.49
T_2651,2.18,2.97,2.90,2.28,2.43,2.57,2.36,2.32
T_2652,2.29,2.60,2.87,2.25,2.44,2.62,2.18,2.49
T_2653,2.21,2.84,2.56,2.14,2.57,2.46,2.29,2.59
T_2654,2.28,2.82,2.87,2.29,2.10,2.60,2.26,2.55
T_2655,2.50,2.82,2.85,2.18,2.25,2.60,2.23,2.71
T_2656,2.48,2.58,2.81,2.33,2.64,2.65,2.00,2.56
T_2657,2.10,2.60,2.72,2.36,2.30,2.59,2.18,2.57
T_2658,2.29,2.77,2.72,2.38,2.47,2.86,2.06,2.65
T_2659,2.15,2.85,2.89,2.38,2.40,2.62,2.43,2.71
T_2660,2.29,2.75,3.01,2.31,2.24,2.44,2.17,2.68
T_2661,2.21,2.76,2.88,2.34,2.75,2.55,2.25,2.63
T_2662,2.41,2.73,2.89,2.04,2.61,2.79,2.34,2.44
T_2663,2.31,3.08,2.70,2.42,2.24,2.59,2.37,2.54
T_2664,2.51,2.59,2.68,2.05,2.62,2.63,2.50,2.48
T_2665,2.36,2.89,2.80,2.24,2.36,2.43,2.41,2.24
T_2666,2.57,2.89,2.94,2.26,2.35,2.61,2.21,2.49
T_2667,2.35,2.75,3.11,2.29,2.11,2.48,2.32,2.70
T_2668,2.20,2.86,2.74,2.47,2.22,2.53,2.25,2.59
T_2669,2.68,2.76,2.82,2.55,2.32,2.51,2.33,2.44
T_2670,2.30,2.77,2.64,2.37,2.20,2.68,2.06,2.53
T_2671,2.04,2.82,2.93,2.29,2.23,2.46,2.28,2.65
T_2672,2.39,2.52,2.80,2.24,2.37,2.58,2.40,2.66
T_2673,2.50,3.03,2.82,2.34,2.56,2.52,2.42,2.51
T_2674,2.21,2.69,2.92,2.39,2.29,2.46,2.34,2.25
T_2675,2.29,2.71,2.95,2.05,2.33,2.41,2.29,2.09
T_2676,2.43,2.79,2.67,2.07,2.31,2.73,2.18,2.59
T_2677,2.34,2.76,2.78,2.24,2.59,2.76,2.02,2.50
T_2678,2.33,2.95,2.86,2.43,2.60,2.35,2.45,2.40
T_2679,2.09,3.02,2.88,2.37,2.31,2.43,2.47,2.33
T_2680,2.16,2.64,2.71,2.36,2.29,2.28,2.19,2.39
T_2681,2.12,2.91,2.50,2.23,2.59,2.45,2.38,2.41
T_2682,2.46,2.73,2.68,2.21,2.72,2.69,2.15,2.65
T_2683,2.37,2.76,2.75,2.29,2.55,2.72,2.31,2.66
T_2684,2.31,2.87,2.76,2.39,2.44,2.73,2.18,2.70
T_2685,2.48,2.78,2.53,2.32,2.44,2.85,2.17,2.57
T_2686,2.58,2.67,2.82,2.52,2.35,2.54,2.58,2.49
T_2687,2.36,2.74,2.83,2.32,2.66,2.52,2.34,2.49
T_2688,2.15,2.78,2.68,2.35,2.29,2.43,2.27,2.33
T_2689,2.31,2.94,2.79,2.39,2.41,2.57,2.42,2.37
T_2690,2.01,2.74,2.81,2.43,2.25,2.34,2.06,2.47
T_2691,2.23,2.82,2.78,2.46,2.22,2.70,2.07,2.84
T_2692,2.32,2.52,2.73,2.33,2.28,2.40,2.38,2.61
T_2693,2.08,2.98,2.73,2.30,2.30,2.55,2.52,2.63
T_2694,2.36,2.67,2.80,1.89,2.62,2.63,2.26,2.37
T_2695,2.45,2.69,2.95,2.24,2.20,2.55,2.21,2.58
T_2696,2.23,2.54,2.71,2.27,2.29,2.40,2.20,2.54
T_2697,2.24,2.67,2.78,2.15,2.49,2.43,2.19,2.36
T_2698,2.46,2.70,2.76,2.21,2.19,2.53,2.52,2.49
T_2699,2.40,2.67,2.79,2.44,2.68,2.68,2.19,2.54
T_2700,2.52,2.75,2.85,2.41,2.73,2.45,2.33,2.64
T_2701,2.51,2.91,2.94,2.37,2.09,2.44,2.04,2.48
T_2702,2.13,2.59,2.80,2.17,2.73,2.47,2.24,2.32
T_2703,2.35,2.87,2.89,2.23,2.52,2.55,2.51,2.44
T_2704,2.17,2.84,2.64,2.30,2.53,2.47,2.39,2.44
T_2705,2.29,2.68,2.65,2.25,2.44,2.64,2.28,2.57
T_2706,2.09,2.77,2.81,2.40,2.45,2.45,2.33,2.73
T_2707,2.31,2.96,3.03,2.30,2.17,2.55,2.20,2.57
T_2708,2.29,2.97,2.84,2.12,2.23,2.76,1.99,2.48
T_2709,2.43,2.51,2.70,2.20,2.56,2.58,2.29,2.68
T_2710,2.56,2.42,2.59,2.21,2.23,2.33,2.37,2.48
T_2711,2.58,3.00,2.77,2.31,2.11,2.74,2.46,2.41
T_2712,1.99,3.10,2.77,2.29,2.41,2.45,2.01,2.47
T_2713,2.37,2.80,2.72,2.24,2.56,2.70,2.43,2.18
T_2714,2.33,2.70,2.70,1.82,2.30,2.48,2.03,2.53
T_2715,2.12,2.83,2.41,2.10,2.51,2.28,2.58,2.62
T_2716,2.56,2.63,2.86,2.34,2.43,2.54,2.03,2.71
T_2717,2.27,2.94,2.90,2.46,2.60,2.44,2.22,2.68
T_2718,2.42,2.73,2.77,1.82,2.23,2.50,2.15,2.54
T_2719,2.49,2.91,2.66,2.20,2.55,2.64,2.42,2.58
T_2720,2.42,2.95,2.53,2.40,2.43,2.75,2.13,2.65
T_2721,2.58,2.76,2.79,2.36,2.20,2.61,2.39,2.50
T_2722,2.03,2.78,2.83,2.18,2.16,2.80,2.36,2.42
T_2723,2.52,2.63,2.62,2.37,2.23,2.43,2.46,2.63
T_2724,2.14,2.91,2.73,2.17,2.54,2.48,2.51,2.57
T_2725,2.47,2.69,2.88,2.25,2.30,2.66,2.31,2.65
T_2726,2.19,2.51,2.75,2.04,2.19,2.36,2.44,2.65
T_2727,2.28,2.92,2.67,2.12,2.21,2.61,2.09,2.64
T_2728,2.46,2.67,2.82,2.20,2.57,2.60,2.12,2.60
T_2729,2.47,2.63,2.83,2.37,2.26,2.43,2.38,2.56
T_2730,2.61,3.12,2.79,2.05,2.28,2.52,1.96,2.50
T_2731,2.57,2.75,2.86,2.09,2.24,2.58,2.49,2.68
T_2732,2.20,2.67,2.72,2.27,2.42,2.64,2.46,2.48
T_2733,2.29,2.77,2.57,2.36,2.69,2.34,2.00,2.60
T_2734,2.46,2.58,2.81,2.13,2.31,2.30,2.00,2.39
T_2735,2.37,2.69,3.05,2.32,2.04,2.57,2.19,2.47
T_2736,2.24,2.52,2.55,2.41,2.15,2.42,2.52,2.60
T_2737,2.37,2.60,2.54,2.18,2.38,2.69,2.35,2.66
T_2738,2.46,2.87,3.00,2.30,2.38,2.56,2.22,2.57
T_2739,2.47,3.22,2.79,2.50,2.23,2.53,2.49,2.61
T_2740,2.57,2.61,2.74,1.92,2.06,2.42,2.39,2.65
T_2741,2.22,2.80,2.80,2.15,2.40,2.56,2.26,2.42
T_2742,2.33,2.85,2.74,2.06,2.39,2.80,2.17,2.55
T_2743,2.41,2.58,2.83,2.30,2.32,2.58,2.19,2.51
T_2744,2.13,2.73,2.87,2.13,2.61,2.21,2.28,2.65
T_2745,2.25,2.73,2.98,2.16,2.29,2.53,2.34,2.53
T_2746,2.28,2.89,2.99,2.31,2.06,2.81,2.05,2.54
T_2747,2.16,2.97,2.67,2.33,2.41,2.60,2.23,2.71
T_2748,2.13,2.80,2.94,1.90,2.32,2.64,2.06,2.64
T_2749,2.53,2.74,2.65,2.38,2.33,2.39,2.27,2.64
T_2750,2.11,2.52,2.89,2.48,2.34,2.52,2.41,2.53
T_2751,2.50,2.55,2.70,2.40,2.19,2.67,2.11,2.55
T_2752,2.44,2.65,2.94,2.11,2.39,2.26,2.28,2.37
T_2753,2.21,2.49,2.91,2.18,2.41,2.61,2.32,2.73
T_2754,2.57,2.67,2.84,2.14,2.46,2.71,2.40,2.41
T_2755,2.23,2.81,2.65,2.01,2.32,2.15,2.23,2.55
T_2756,2.28,2.76,2.94,2.23,2.16,2.57,2.33,2.55
T_2757,2.25,2.55,2.86,1.87,2.41,2.67,2.45,2.56
T_2758,2.24,2.97,2.88,2.45,2.19,2.43,2.38,2.42
T_2759,2.49,2.89,3.05,2.05,2.53,2.63,2.19,2.37
T_2760,2.36,2.75,2.61,2.15,2.61,2.45,2.24,2.44
T_2761,2.43,2.82,2.82,2.37,2.38,2.78,2.37,2.56
T_2762,2.38,2.67,2.75,2.45,2.33,2.48,2.30,2.42
T_2763,2.80,2.78,2.71,2.52,2.37,2.62,2.31,2.60
T_2764,2.18,2.62,2.79,2.23,2.36,2.49,2.06,2.27
T_2765,2.42,2.82,2.70,2.06,2.33,2.50,2.17,2.35
T_2766,2.58,2.43,2.96,2.43,2.43,2.67,2.30,2.56
T_2767,2.24,3.00,3.02,2.21,2.57,2.22,2.18,2.56
T_2768,2.34,2.79,3.02,2.29,2.34,2.54,2.47,2.66
T_2769,2.59,2.84,2.84,2.52,2.22,2.45,2.02,2.41
T_2770,2.66,2.63,2.62,2.34,2.55,2.39,1.98,2.52
T_2771,2.69,2.68,2.86,2.54,2.25,2.56,2.42,2.43
T_2772,2.69,2.82,2.63,2.02,2.12,2.42,2.69,2.37
T_2773,2.42,3.10,2.58,2.54,2.25,2.59,2.38,2.65
T_2774,2.38,2.78,2.72,2.43,2.36,2.85,2.36,2.43
T_2775,2.53,2.71,2.68,2.46,2.43,2.65,2.42,2.46
T_2776,2.61,2.55,2.95,2.25,2.53,2.73,2.32,2.45
T_2777,2.25,2.56,3.01,2.01,2.52,2.54,2.79,2.30
T_2778,2.67,2.88,3.03,2.37,2.59,2.44,2.31,2.73
T_2779,2.40,2.39,2.91,2.25,2.22,2.45,2.22,2.77
T_2780,2.21,2.75,2.92,2.39,2.18,2.74,2.12,2.47
T_2781,2.60,2.65,2.72,1.97,2.33,2.62,2.38,2.44
T_2782,2.33,2.89,2.64,2.54,2.53,2.31,2.38,2.69
T_2783,2.23,2.70,2.66,2.18,2.61,2.40,2.28,2.78
T_2784,2.48,2.68,2.82,2.01,2.42,2.71,2.21,2.71
T_2785,2.28,2.71,2.74,2.17,2.39,2.51,2.24,2.79
T_2786,2.21,2.99,2.73,2.15,2.52,2.67,2.69,2.65
T_2787,2.57,3.05,2.96,2.32,2.08,2.59,2.21,2.46
T_2788,2.27,2.89,2.85,2.21,2.21,2.51,2.29,2.63
T_2789,2.35,2.81,2.71,2.32,2.22,2.72,2.35,2.59
T_2790,2.53,2.85,2.60,2.33,2.24,2.82,2.25,2.55
